nf,la,lr,result
184,22915,22909,Y
1,1,1,N
7,406,130,N
4,1177,20,Y
2,20,3,Y
48,279,299,N
1,4,0,Y
2,136,142,N
1,5,6,N
1,1,1,N
1,20,3,N
4,28,5,Y
1,1,9,N
1,2,2,N
1,0,8,N
1,1,1,N
3,84,84,N
2,142,136,Y
3,23,11,N
1,131,149,Y
1,2,2,N
1,2,0,N
7,155,192,N
8,369,377,N
1,12,0,N
1,3,0,N
2,80,37,N
137,9504,0,N
1,8,0,N
2,152,146,N
3,25,22,N
1,1,1,N
2,23,23,N
1,1,1,N
1,11,5,N
1,5,2,N
6,91,90,N
24,776,367,Y
6,31,31,N
8,425,406,N
